_id,age,draf,height,nation,number,player,position,pre_draf_team,team,weight,yos
5bfa2d1cdc6f74efb340a08a,25,2013 Rnd 2 Pick 2,6-6,Spain,8,Alex Abrines,GF,FC Barcelona Lassa (Spain),Oklahoma City Thunder,190,2
5bfa2d1cdc6f74efb340a08b,23,"2018 NBA Draft, Undrafted",6-2,United States,10,Jaylen Adams,PG,St. Bonaventure,Atlanta Hawks,190,0
5bfa2d1cdc6f74efb340a08c,25,2013 Rnd 1 Pick 12,7-0,New Zealand,12,Steven Adams,C,Pittsburgh,Oklahoma City Thunder,265,5
5bfa2d1cdc6f74efb340a08d,21,2017 Rnd 1 Pick 14,6-10,United States,13,Bam Adebayo,C,Kentucky,Miami Heat,255,1
5bfa2d1cdc6f74efb340a08e,26,"2016 NBA Draft, Undrafted",6-5,United States,23,DeVaughn Akoon-Purcell,GF,Illinois State,Denver Nuggets,200,0
5bfa2d1cdc6f74efb340a08f,33,2006 Rnd 1 Pick 2,6-11,United States,12,LaMarcus Aldridge,FC,Texas,San Antonio Spurs,260,12
5bfa2d1cdc6f74efb340a090,21,"2018 NBA Draft, Undrafted",6-5,United States,20,Rawle Alkins,SG,Arizona,Chicago Bulls,225,0
5bfa2d1cdc6f74efb340a091,23,2018 Rnd 1 Pick 21,6-5,United States,24,Grayson Allen,SG,Duke,Utah Jazz,198,0
5bfa2d1cdc6f74efb340a092,20,2017 Rnd 1 Pick 22,6-11,United States,31,Jarrett Allen,C,Texas,Brooklyn Nets,237,1
5bfa2d1cdc6f74efb340a093,28,2010 Rnd 1 Pick 8,6-9,United StatesNigeria,8,Al-Farouq Aminu,F,Wake Forest,Portland Trail Blazers,220,8
5bfa2d1cdc6f74efb340a094,25,2015 Rnd 1 Pick 21,6-6,United States,1,Justin Anderson,F,Virginia,Atlanta Hawks,230,3
5bfa2d1cdc6f74efb340a095,25,2014 Rnd 1 Pick 30,6-9,United States,1,Kyle Anderson,PF,UCLA,Memphis Grizzlies,230,4
5bfa2d1cdc6f74efb340a096,30,2008 Rnd 1 Pick 21,6-10,United States,15,Ryan Anderson,PF,California,Phoenix Suns,240,10
5bfa2d1cdc6f74efb340a097,20,2017 Rnd 2 Pick 17,6-10,United States,13,Ike Anigbogu,C,UCLA,Indiana Pacers,250,1
5bfa2d1cdc6f74efb340a098,23,2013 Rnd 1 Pick 15,6-11,GreeceNigeria,34,Giannis Antetokounmpo,F,Filathlitikos Div II Greece (Greece),Milwaukee Bucks,242,5
5bfa2d1cdc6f74efb340a099,22,2018 Rnd 2 Pick 30,6-10,GreeceUnited States,37,Kostas Antetokounmpo,PF,Dayton,Dallas Mavericks,197,0
5bfa2d1cdc6f74efb340a09a,34,2003 Rnd 1 Pick 3,6-8,United States,7,Carmelo Anthony,F,Syracuse,Houston Rockets,240,15
5bfa2d1cdc6f74efb340a09b,21,2017 Rnd 1 Pick 23,6-8,EnglandUnited States,3,Ogugua Anunoby,SF,Indiana,Toronto Raptors,232,1
5bfa2d1cdc6f74efb340a09c,24,"2016 NBA Draft, Undrafted",6-3,United States,51,Ryan Arcidiacono,G,Villanova,Chicago Bulls,200,1
5bfa2d1cdc6f74efb340a09d,33,2004 Rnd 2 Pick 14,6-8,United States,3,Trevor Ariza,SF,UCLA,Phoenix Suns,215,14
5bfa2d1cdc6f74efb340a09e,31,2008 Rnd 1 Pick 9,6-0,United States,14,D.J. Augustin,G,Texas,Orlando Magic,183,10
5bfa2d1cdc6f74efb340a09f,20,2018 Rnd 1 Pick 1,7-1,Bahamas,22,DeAndre Ayton,C,Arizona,Phoenix Suns,250,0
5bfa2d1cdc6f74efb340a0a0,23,2017 Rnd 2 Pick 10,6-7,United States,7,Dwayne Bacon,SF,Florida State,Charlotte Hornets,221,1
5bfa2d1cdc6f74efb340a0a1,19,2018 Rnd 1 Pick 2,6-11,United States,35,Marvin Bagley III,PF,Duke,Sacramento Kings,234,0
5bfa2d1cdc6f74efb340a0a2,25,"2016 NBA Draft, Undrafted",6-4,United States,31,Ron Baker,G,Wichita State,New York Knicks,220,2
5bfa2d1cdc6f74efb340a0a3,22,2016 Rnd 1 Pick 17,6-4,United States,2,Wade Baldwin IV,G,Vanderbilt,Portland Trail Blazers,220,2
5bfa2d1cdc6f74efb340a0a4,21,2017 Rnd 1 Pick 2,6-6,United States,2,Lonzo Ball,PG,UCLA,Los Angeles Lakers,190,1
5bfa2d1cdc6f74efb340a0a5,20,2018 Rnd 1 Pick 6,7-0,United States,5,Mohamed Bamba,C,Texas,Orlando Magic,225,0
5bfa2d1cdc6f74efb340a0a6,34,"2006 NBA Draft, Undrafted",6-0,Puerto RicoUnited States,5,J.J. Barea,G,Northeastern,Dallas Mavericks,185,12
5bfa2d1cdc6f74efb340a0a7,26,2012 Rnd 1 Pick 7,6-8,United States,40,Harrison Barnes,SF,North Carolina,Dallas Mavericks,225,6
5bfa2d1cdc6f74efb340a0a8,27,2012 Rnd 2 Pick 10,6-6,United States,5,Will Barton,GF,Memphis,Denver Nuggets,190,6
5bfa2d1cdc6f74efb340a0a9,22,2018 Rnd 2 Pick 18,6-9,United States,33,Keita Bates-Diop,SF,Ohio State,Minnesota Timberwolves,223,0
5bfa2d1cdc6f74efb340a0aa,29,2008 Rnd 1 Pick 25,6-8,France,5,Nicolas Batum,F,Le Mans Sarthe Basket (France),Charlotte Hornets,200,10
5bfa2d1cdc6f74efb340a0ab,30,2008 Rnd 1 Pick 11,6-3,United States,8,Jerryd Bayless,G,Arizona,Minnesota Timberwolves,210,10
5bfa2d1cdc6f74efb340a0ac,31,"2009 NBA Draft, Undrafted",6-10,New ZealandAustralia,46,Aron Baynes,C,Washington State,Boston Celtics,260,6
5bfa2d1cdc6f74efb340a0ad,29,"2012 NBA Draft, Undrafted",6-5,United States,24,Kent Bazemore,GF,Old Dominion,Atlanta Hawks,201,6
5bfa2d1cdc6f74efb340a0ae,25,2012 Rnd 1 Pick 3,6-5,United States,3,Bradley Beal,SG,Florida,Washington Wizards,207,6
5bfa2d1cdc6f74efb340a0af,21,2016 Rnd 1 Pick 19,6-5,United States,25,Malik Beasley,SG,Florida State,Denver Nuggets,195,2
5bfa2d1cdc6f74efb340a0b0,29,2008 Rnd 1 Pick 2,6-9,United States,11,Michael Beasley,PF,Kansas State,Los Angeles Lakers,235,10
5bfa2d1cdc6f74efb340a0b1,32,2007 Rnd 1 Pick 18,6-5,Italy,18,Marco Belinelli,G,Fortituto Kontatto Bologna (Italy),San Antonio Spurs,210,11
5bfa2d1cdc6f74efb340a0b2,23,2017 Rnd 2 Pick 8,6-9,United States,2,Jordan Bell,PF,Oregon,Golden State Warriors,224,1
5bfa2d1cdc6f74efb340a0b3,24,2016 Rnd 1 Pick 21,6-6,United States,95,DeAndre' Bembry,GF,Saint Joseph's,Atlanta Hawks,210,2
5bfa2d1cdc6f74efb340a0b4,21,2016 Rnd 1 Pick 4,7-1,Bosnia and HerzegovinaCroatia,35,Dragan Bender,PF,Maccabi FOX Tel Aviv (Israel),Phoenix Suns,235,2
5bfa2d1cdc6f74efb340a0b5,26,2011 Rnd 2 Pick 12,6-10,Latvia,42,Davis Bertans,SF,Union Olimpija (Slovenia),San Antonio Spurs,225,2
5bfa2d1cdc6f74efb340a0b6,30,2009 Rnd 2 Pick 12,6-1,United States,21,Patrick Beverley,PG,Dnipro Dnipropetrovsk (Ukraine),Los Angeles Clippers,185,6
5bfa2d1cdc6f74efb340a0b7,26,"2014 NBA Draft, Undrafted",6-9,Canada,24,Khem Birch,PF,UNLV,Orlando Magic,220,1
5bfa2d1cdc6f74efb340a0b8,24,2017 Rnd 2 Pick 26,6-6,United States,26,Jabari Bird,SG,California,Boston Celtics,198,1
5bfa2d1cdc6f74efb340a0b9,26,2011 Rnd 1 Pick 7,6-9,Democratic Republic of the Congo,8,Bismack Biyombo,PF,Montakit Fuenlabrada (Spain),Charlotte Hornets,255,7
5bfa2d1cdc6f74efb340a0ba,30,2010 Rnd 2 Pick 5,6-10,Serbia,88,Nemanja Bjelica,PF,KK Crvena Zvezda (Serbia),Sacramento Kings,234,3
5bfa2d1cdc6f74efb340a0bb,22,"2017 NBA Draft, Undrafted",6-4,United States,9,Antonio Blakeney,SG,LSU,Chicago Bulls,192,1
5bfa2d1cdc6f74efb340a0bc,28,2010 Rnd 1 Pick 18,6-1,United States,6,Eric Bledsoe,PG,Kentucky,Milwaukee Bucks,205,8
5bfa2d1cdc6f74efb340a0bd,24,"2018 NBA Draft, Undrafted",6-5,United States,5,Trevon Bluiett,SG,Xavier,New Orleans Pelicans,198,0
5bfa2d1cdc6f74efb340a0be,26,2014 Rnd 1 Pick 27,6-6,Serbia,8,Bogdan Bogdanovic,SG,KK Partizan (Serbia),Sacramento Kings,205,1
5bfa2d1cdc6f74efb340a0bf,29,2011 Rnd 2 Pick 1,6-8,Bosnia and HerzegovinaCroatia,44,Bojan Bogdanovic,F,KK Cibona (Croatia),Indiana Pacers,216,4
5bfa2d1cdc6f74efb340a0c0,22,2017 Rnd 2 Pick 6,6-10,Australia,43,Jonah Bolden,SF,FMP Beograd (Serbia),Philadelphia Sixers,220,0
5bfa2d1cdc6f74efb340a0c1,19,2018 Rnd 2 Pick 9,6-9,Germany,17,Isaac Bonga,SG,Fraport Skyliners (Germany),Los Angeles Lakers,203,0
5bfa2d1cdc6f74efb340a0c2,22,2015 Rnd 1 Pick 13,6-6,United States,1,Devin Booker,SG,Kentucky,Phoenix Suns,206,3
5bfa2d1cdc6f74efb340a0c3,25,"2017 NBA Draft, Undrafted",6-10,Saint LuciaCanada,25,Chris Boucher,PF,Oregon,Toronto Raptors,200,1
5bfa2d1cdc6f74efb340a0c4,27,2010 Rnd 1 Pick 19,6-2,United States,22,Avery Bradley,PG,Texas,Los Angeles Clippers,180,8
5bfa2d1cdc6f74efb340a0c5,20,2017 Rnd 1 Pick 28,6-11,United States,13,Tony Bradley,C,North Carolina,Utah Jazz,248,1
5bfa2d1cdc6f74efb340a0c6,22,2018 Rnd 1 Pick 10,6-7,United States,25,Mikal Bridges,SG,Villanova,Phoenix Suns,210,0
5bfa2d1cdc6f74efb340a0c7,20,2018 Rnd 1 Pick 12,6-7,United States,0,Miles Bridges,SF,Michigan State,Charlotte Hornets,225,0
5bfa2d1cdc6f74efb340a0c8,22,"2017 NBA Draft, Undrafted",6-3,United States,13,Isaiah Briscoe,PG,Kentucky,Orlando Magic,210,0
5bfa2d1cdc6f74efb340a0c9,28,"2013 NBA Draft, Undrafted",6-7,Australia,45,Ryan Broekhoff,SF,Valparaiso,Dallas Mavericks,215,0
5bfa2d1cdc6f74efb340a0ca,25,2016 Rnd 2 Pick 6,6-5,United States,13,Malcolm Brogdon,SG,Virginia,Milwaukee Bucks,224,2
5bfa2d1cdc6f74efb340a0cb,22,2017 Rnd 2 Pick 15,6-6,Canada,24,Dillon Brooks,F,Oregon,Memphis Grizzlies,220,1
5bfa2d1cdc6f74efb340a0cc,29,2011 Rnd 1 Pick 25,6-5,United States,8,MarShon Brooks,GF,Providence,Memphis Grizzlies,200,4
5bfa2d1cdc6f74efb340a0cd,22,2016 Rnd 1 Pick 3,6-7,United States,7,Jaylen Brown,SF,California,Boston Celtics,220,2
5bfa2d1cdc6f74efb340a0ce,22,2018 Rnd 2 Pick 12,6-5,United States,6,"Bruce Brown, Jr.",SG,Miami (FL),Detroit Pistons,202,0
5bfa2d1cdc6f74efb340a0cf,19,2018 Rnd 1 Pick 15,6-7,United States,6,"Troy Brown, Jr.",SF,Oregon,Washington Wizards,215,0
5bfa2d1cdc6f74efb340a0d0,28,2013 Rnd 2 Pick 22,6-5,United States,4,Lorenzo Brown,SG,NC State,Toronto Raptors,189,4
5bfa2d1cdc6f74efb340a0d1,23,2017 Rnd 2 Pick 16,6-6,United States,23,Sterling Brown,G,Southern Methodist,Milwaukee Bucks,228,1
5bfa2d1cdc6f74efb340a0d2,22,2018 Rnd 2 Pick 3,6-3,United States,13,Jalen Brunson,PG,Villanova,Dallas Mavericks,190,0
5bfa2d1cdc6f74efb340a0d3,21,2017 Rnd 2 Pick 12,6-11,United States,13,Thomas Bryant,C,Indiana,Washington Wizards,248,1
5bfa2d1cdc6f74efb340a0d4,27,2013 Rnd 1 Pick 25,6-7,United States,25,Reggie Bullock,SG,North Carolina,Detroit Pistons,205,5
5bfa2d1cdc6f74efb340a0d5,26,2013 Rnd 1 Pick 9,6-1,United States,23,Trey Burke,G,Michigan,New York Knicks,191,5
5bfa2d1cdc6f74efb340a0d6,27,2011 Rnd 1 Pick 12,6-6,United States,10,Alec Burks,SG,Colorado,Utah Jazz,214,7
5bfa2d1cdc6f74efb340a0d7,25,"2017 NBA Draft, Undrafted",6-5,United States,30,Deonte Burton,F,Iowa State,Oklahoma City Thunder,245,0
5bfa2d1cdc6f74efb340a0d8,29,2011 Rnd 1 Pick 30,6-8,United States,23,Jimmy Butler,GF,Marquette,Philadelphia Sixers,236,7
5bfa2d1cdc6f74efb340a0d9,37,"2003 NBA Draft, Undrafted",6-3,Spain,81,Jose Calderon,G,Laboral Kutxa Baskonia (Spain),Detroit Pistons,200,13
5bfa2d1cdc6f74efb340a0da,25,2013 Rnd 1 Pick 8,6-5,United States,1,Kentavious Caldwell-Pope,SG,Georgia,Los Angeles Lakers,205,5
5bfa2d1cdc6f74efb340a0db,27,2013 Rnd 2 Pick 4,6-0,United States,0,Isaiah Canaan,G,Murray State,Phoenix Suns,200,5
5bfa2d1cdc6f74efb340a0dc,24,2014 Rnd 1 Pick 25,6-10,Switzerland,15,Clint Capela,PF,Chalon-Sur-Saone (France),Houston Rockets,240,4
5bfa2d1cdc6f74efb340a0dd,32,2009 Rnd 1 Pick 27,6-8,United States,9,DeMarre Carroll,F,Missouri,Brooklyn Nets,215,9
5bfa2d1cdc6f74efb340a0de,23,2018 Rnd 2 Pick 2,6-2,United States,3,Jevon Carter,PG,West Virginia,Memphis Grizzlies,196,0
5bfa2d1cdc6f74efb340a0df,19,2018 Rnd 1 Pick 7,6-10,United States,34,"Wendell Carter, Jr.",PF,Duke,Chicago Bulls,255,0
5bfa2d1cdc6f74efb340a0e0,41,1998 Rnd 1 Pick 5,6-6,United States,15,Vince Carter,SF,North Carolina,Atlanta Hawks,220,20
5bfa2d1cdc6f74efb340a0e1,27,2013 Rnd 1 Pick 11,6-6,United States,1,Michael Carter-Williams,PG,Syracuse,Houston Rockets,190,5
5bfa2d1cdc6f74efb340a0e2,24,"2016 NBA Draft, Undrafted",6-5,United States,4,Alex Caruso,G,Texas A&M,Los Angeles Lakers,186,1
5bfa2d1cdc6f74efb340a0e3,30,2009 Rnd 1 Pick 23,6-9,Israel,18,Omri Casspi,F,Maccabi FOX Tel Aviv (Israel),Memphis Grizzlies,225,9
5bfa2d1cdc6f74efb340a0e4,25,2015 Rnd 1 Pick 6,7-0,United States,00,Willie Cauley-Stein,C,Kentucky,Sacramento Kings,240,3
5bfa2d1cdc6f74efb340a0e5,22,"2017 NBA Draft, Undrafted",6-4,United States,23,Troy Caupain,G,Cincinnati,Orlando Magic,210,0
5bfa2d1cdc6f74efb340a0e6,24,"2017 NBA Draft, Undrafted",6-9,United States,34,Tyler Cavanaugh,F,George Washington,Utah Jazz,238,1
5bfa2d1cdc6f74efb340a0e7,36,2001 Rnd 1 Pick 2,7-1,United States,5,Tyson Chandler,C,Dominguez High School (California),Los Angeles Lakers,240,17
5bfa2d1cdc6f74efb340a0e8,31,2007 Rnd 1 Pick 23,6-9,United States,22,Wilson Chandler,SF,DePaul,Philadelphia Sixers,225,11
5bfa2d1cdc6f74efb340a0e9,23,"2018 NBA Draft, Undrafted",6-3,United States,31,Joe Chealey,PG,Charleston,Charlotte Hornets,190,0
5bfa2d1cdc6f74efb340a0ea,21,2016 Rnd 1 Pick 8,6-10,United States,0,Marquese Chriss,PF,Washington,Houston Rockets,230,2
5bfa2d1cdc6f74efb340a0eb,24,"2018 NBA Draft, Undrafted",6-8,United States,6,Gary Clark,SF,Cincinnati,Houston Rockets,225,0
5bfa2d1cdc6f74efb340a0ec,27,"2013 NBA Draft, Undrafted",6-3,United States,2,Ian Clark,G,Belmont,New Orleans Pelicans,175,5
5bfa2d1cdc6f74efb340a0ed,26,2014 Rnd 2 Pick 16,6-5,United States,8,Jordan Clarkson,G,Missouri,Cleveland Cavaliers,194,4
5bfa2d1cdc6f74efb340a0ee,21,2017 Rnd 1 Pick 19,6-10,United States,20,John Collins,PF,Wake Forest,Atlanta Hawks,235,1
5bfa2d1cdc6f74efb340a0ef,21,2017 Rnd 1 Pick 10,7-0,United States,33,Zach Collins,C,Gonzaga,Portland Trail Blazers,235,1
5bfa2d1cdc6f74efb340a0f0,31,2009 Rnd 1 Pick 21,6-0,United States,2,Darren Collison,PG,UCLA,Indiana Pacers,175,9
5bfa2d1cdc6f74efb340a0f1,31,2007 Rnd 1 Pick 4,6-1,United States,11,Mike Conley,PG,Ohio State,Memphis Grizzlies,175,11
5bfa2d1cdc6f74efb340a0f2,25,2015 Rnd 2 Pick 11,6-4,United States,24,Pat Connaughton,SF,Notre Dame,Milwaukee Bucks,209,3
5bfa2d1cdc6f74efb340a0f3,25,"2015 NBA Draft, Undrafted",6-2,United States,4,Quinn Cook,PG,Duke,Golden State Warriors,179,2
5bfa2d1cdc6f74efb340a0f4,28,2010 Rnd 1 Pick 5,6-11,United States,0,DeMarcus Cousins,C,Kentucky,Golden State Warriors,270,8
5bfa2d1cdc6f74efb340a0f5,27,"2013 NBA Draft, Undrafted",6-9,United States,6,Robert Covington,F,Tennessee State,Minnesota Timberwolves,225,5
5bfa2d1cdc6f74efb340a0f6,26,2013 Rnd 2 Pick 1,6-6,United States,33,Allen Crabbe,SG,California,Brooklyn Nets,212,5
5bfa2d1cdc6f74efb340a0f7,27,"2014 NBA Draft, Undrafted",6-6,United States,3,Torrey Craig,GF,USC Upstate,Denver Nuggets,215,1
5bfa2d1cdc6f74efb340a0f8,38,2000 Rnd 1 Pick 8,6-5,United States,11,Jamal Crawford,SG,Michigan,Phoenix Suns,195,18
5bfa2d1cdc6f74efb340a0f9,28,2012 Rnd 2 Pick 4,6-6,United States,99,Jae Crowder,SF,Marquette,Utah Jazz,235,6
5bfa2d1cdc6f74efb340a0fa,31,2009 Rnd 2 Pick 3,6-8,United States,33,Dante Cunningham,F,Villanova,San Antonio Spurs,230,9
5bfa2d1cdc6f74efb340a0fb,28,"2013 NBA Draft, Undrafted",6-2,United States,31,Seth Curry,G,Duke,Portland Trail Blazers,185,5
5bfa2d1cdc6f74efb340a0fc,30,2009 Rnd 1 Pick 7,6-3,United States,30,Stephen Curry,G,Davidson,Golden State Warriors,190,9
5bfa2d1cdc6f74efb340a0fd,27,"2013 NBA Draft, Undrafted",6-4,United States,30,Troy Daniels,G,VCU,Phoenix Suns,205,5
5bfa2d1cdc6f74efb340a0fe,25,2012 Rnd 1 Pick 1,6-10,United States,23,Anthony Davis,PF,Kentucky,New Orleans Pelicans,253,6
5bfa2d1cdc6f74efb340a0ff,29,2010 Rnd 1 Pick 13,6-10,United States,17,Ed Davis,PF,North Carolina,Brooklyn Nets,225,8
5bfa2d1cdc6f74efb340a100,22,"2018 NBA Draft, Undrafted",6-10,United StatesPuerto Rico,34,Tyler Davis,C,Texas A&M,Oklahoma City Thunder,266,0
5bfa2d1cdc6f74efb340a101,29,2009 Rnd 1 Pick 9,6-7,United States,10,DeMar DeRozan,GF,USC,San Antonio Spurs,220,9
5bfa2d1cdc6f74efb340a102,29,"2013 NBA Draft, Undrafted",7-0,United States,14,Dewayne Dedmon,PF,USC,Atlanta Hawks,245,5
5bfa2d1cdc6f74efb340a103,24,2015 Rnd 1 Pick 18,6-9,United States,15,Sam Dekker,SF,Wisconsin,Cleveland Cavaliers,230,3
5bfa2d1cdc6f74efb340a104,24,"2018 NBA Draft, Undrafted",6-10,Dominican Republic,31,Angel Delgado,C,Seton Hall,Los Angeles Clippers,230,0
5bfa2d1cdc6f74efb340a105,28,"2013 NBA Draft, Undrafted",6-4,Australia,8,Matt Dellavedova,G,Saint Mary's,Milwaukee Bucks,200,5
5bfa2d1cdc6f74efb340a106,33,2004 Rnd 1 Pick 7,6-9,EnglandSouth Sudan,9,Luol Deng,GF,Duke,Minnesota Timberwolves,220,14
5bfa2d1cdc6f74efb340a107,22,"2018 NBA Draft, Undrafted",6-7,United States,32,Marcus Derrickson,PF,Georgetown,Golden State Warriors,249,0
5bfa2d1cdc6f74efb340a108,21,2018 Rnd 1 Pick 17,6-4,United States,9,Donte DiVincenzo,SG,Villanova,Milwaukee Bucks,203,0
5bfa2d1cdc6f74efb340a109,22,2016 Rnd 2 Pick 3,6-9,Mali,13,Cheick Diallo,PF,Kansas,New Orleans Pelicans,220,2
5bfa2d1cdc6f74efb340a10a,20,2018 Rnd 2 Pick 15,6-5,United StatesGuinea,6,Hamidou Diallo,SG,Kentucky,Oklahoma City Thunder,198,0
5bfa2d1cdc6f74efb340a10b,28,2013 Rnd 1 Pick 21,6-11,Senegal,5,Gorgui Dieng,FC,Louisville,Minnesota Timberwolves,240,5
5bfa2d1cdc6f74efb340a10c,25,2014 Rnd 2 Pick 8,6-6,United States,8,Spencer Dinwiddie,PG,Colorado,Brooklyn Nets,210,4
5bfa2d1cdc6f74efb340a10d,19,2018 Rnd 1 Pick 3,6-7,Slovenia,77,Luka Doncic,SF,Real Madrid (Spain),Dallas Mavericks,218,0
5bfa2d1cdc6f74efb340a10e,22,2017 Rnd 2 Pick 11,6-5,United StatesGreece,2,Tyler Dorsey,SG,Oregon,Atlanta Hawks,183,1
5bfa2d1cdc6f74efb340a10f,24,2017 Rnd 2 Pick 14,6-6,United States,21,Damyean Dotson,SG,Houston,New York Knicks,205,1
5bfa2d1cdc6f74efb340a110,22,"2017 NBA Draft, Undrafted",6-6,United States,50,P.J. Dozier,PG,South Carolina,Boston Celtics,205,1
5bfa2d1cdc6f74efb340a111,32,2008 Rnd 2 Pick 15,6-3,Slovenia,7,Goran Dragic,G,Union Olimpija (Slovenia),Miami Heat,190,10
5bfa2d1cdc6f74efb340a112,25,2012 Rnd 1 Pick 9,6-11,United States,0,Andre Drummond,C,Connecticut,Detroit Pistons,279,6
5bfa2d1cdc6f74efb340a113,33,2007 Rnd 1 Pick 22,6-7,United States,6,Jared Dudley,PF,Boston College,Brooklyn Nets,237,11
5bfa2d1cdc6f74efb340a114,24,2016 Rnd 1 Pick 5,6-4,United States,32,Kris Dunn,SG,Providence,Chicago Bulls,205,2
5bfa2d1cdc6f74efb340a115,30,2007 Rnd 1 Pick 2,6-9,United States,35,Kevin Durant,SF,Texas,Golden State Warriors,240,11
5bfa2d1cdc6f74efb340a116,20,"2018 NBA Draft, Undrafted",6-2,United States,0,Trevon Duval,PG,Duke,Milwaukee Bucks,189,0
5bfa2d1cdc6f74efb340a117,22,2018 Rnd 2 Pick 22,6-8,United States,12,Vince Edwards,SF,Purdue,Houston Rockets,225,0
5bfa2d1cdc6f74efb340a118,21,2016 Rnd 1 Pick 18,6-11,United States,8,Henry Ellenson,PF,Marquette,Detroit Pistons,245,2
5bfa2d1cdc6f74efb340a119,31,2009 Rnd 1 Pick 28,6-5,United States,2,Wayne Ellington,SG,North Carolina,Miami Heat,200,9
5bfa2d1cdc6f74efb340a11a,24,2014 Rnd 1 Pick 3,7-0,Cameroon,21,Joel Embiid,C,Kansas,Philadelphia Sixers,260,4
5bfa2d1cdc6f74efb340a11b,28,2013 Rnd 2 Pick 20,6-7,United States,7,James Ennis,GF,Long Beach State,Houston Rockets,210,4
5bfa2d1cdc6f74efb340a11c,23,"2018 NBA Draft, Undrafted",6-10,United States,14,Drew Eubanks,C,Oregon State,San Antonio Spurs,245,0
5bfa2d1cdc6f74efb340a11d,21,2018 Rnd 1 Pick 28,6-6,United States,10,Jacob Evans,SG,Cincinnati,Golden State Warriors,210,0
5bfa2d1cdc6f74efb340a11e,22,"2018 NBA Draft, Undrafted",6-3,United States,12,Keenan Evans,SG,Texas Tech,Detroit Pistons,190,0
5bfa2d1cdc6f74efb340a11f,29,2009 Rnd 1 Pick 4,6-6,United States,12,Tyreke Evans,G,Memphis,Indiana Pacers,220,9
5bfa2d1cdc6f74efb340a120,23,2014 Rnd 1 Pick 5,6-6,Australia,11,Dante Exum,PG,Australian Institute of Sport (Australian Capital Territory),Utah Jazz,190,4
5bfa2d1cdc6f74efb340a121,29,2011 Rnd 1 Pick 22,6-8,United States,35,Kenneth Faried,F,Morehead State,Brooklyn Nets,220,7
5bfa2d1cdc6f74efb340a122,27,2010 Rnd 1 Pick 3,6-10,United States,15,Derrick Favors,FC,Georgia Tech,Utah Jazz,265,8
5bfa2d1cdc6f74efb340a123,26,"2014 NBA Draft, Undrafted",6-10,Brazil,6,Cristiano Felicio,C,Minas (Brazil),Chicago Bulls,265,3
5bfa2d1cdc6f74efb340a124,34,2005 Rnd 1 Pick 5,6-1,United States,2,Raymond Felton,PG,North Carolina,Oklahoma City Thunder,205,13
5bfa2d1cdc6f74efb340a125,20,2017 Rnd 1 Pick 21,6-7,United States,23,Terrance Ferguson,SG,Adelaide (Australia),Oklahoma City Thunder,190,1
5bfa2d1cdc6f74efb340a126,25,"2016 NBA Draft, Undrafted",6-0,United States,3,Yogi Ferrell,G,Indiana,Sacramento Kings,180,2
5bfa2d1cdc6f74efb340a127,25,"2016 NBA Draft, Undrafted",6-8,United States,10,Dorian Finney-Smith,SF,Florida,Dallas Mavericks,220,2
5bfa2d1cdc6f74efb340a128,25,"2016 NBA Draft, Undrafted",6-3,United States,11,Bryn Forbes,G,Michigan State,San Antonio Spurs,190,2
5bfa2d1cdc6f74efb340a129,26,2012 Rnd 1 Pick 20,6-7,France,10,Evan Fournier,SG,Poitiers Basket 86 (France),Orlando Magic,205,6
5bfa2d1cdc6f74efb340a12a,20,2017 Rnd 1 Pick 5,6-3,United States,5,De'Aaron Fox,PG,Kentucky,Sacramento Kings,175,1
5bfa2d1cdc6f74efb340a12b,22,2018 Rnd 2 Pick 5,6-6,United States,35,"Melvin Frazier, Jr.",SF,Tulane,Orlando Magic,200,0
5bfa2d1cdc6f74efb340a12c,28,"2014 NBA Draft, Undrafted",6-0,United States,10,Tim Frazier,G,Penn State,New Orleans Pelicans,172,4
