_id,age,draf,height,nation,number,player,position,pre_draf_team,team,weight,yos
5bfa2d1cdc6f74efb340a1d3,29,2011 Rnd 1 Pick 14,6-9,United States,13,Marcus Morris,F,Kansas,Boston Celtics,235,7
5bfa2d1cdc6f74efb340a1d4,29,2011 Rnd 1 Pick 13,6-10,United States,5,Markieff Morris,PF,Kansas,Washington Wizards,245,7
5bfa2d1cdc6f74efb340a1d5,23,2017 Rnd 2 Pick 21,6-3,United States,11,Monte Morris,G,Iowa State,Denver Nuggets,175,1
5bfa2d1cdc6f74efb340a1d6,24,"2017 NBA Draft, Undrafted",6-10,United States,15,Johnathan Motley,F,Baylor,Los Angeles Clippers,230,1
5bfa2d1cdc6f74efb340a1d7,32,"2008 NBA Draft, Undrafted",7-1,Russia,21,Timofey Mozgov,C,Khimki (Russia),Orlando Magic,275,8
5bfa2d1cdc6f74efb340a1d8,22,2015 Rnd 1 Pick 7,6-5,United StatesDemocratic Republic of the Congo,1,Emmanuel Mudiay,SG,Guangzhou Long-Lions (China),New York Knicks,200,3
5bfa2d1cdc6f74efb340a1d9,22,2016 Rnd 1 Pick 29,6-5,United States,5,Dejounte Murray,SG,Washington,San Antonio Spurs,170,2
5bfa2d1cdc6f74efb340a1da,21,2016 Rnd 1 Pick 7,6-4,Canada,27,Jamal Murray,SG,Kentucky,Denver Nuggets,207,2
5bfa2d1cdc6f74efb340a1db,19,2018 Rnd 1 Pick 29,6-9,Bosnia and Herzegovina,30,Dzanan Musa,SG,Cedevita (Croatia),Brooklyn Nets,208,0
5bfa2d1cdc6f74efb340a1dc,27,2013 Rnd 2 Pick 14,6-11,United States,31,Mike Muscala,FC,Bucknell,Philadelphia Sixers,240,5
5bfa2d1cdc6f74efb340a1dd,21,2018 Rnd 2 Pick 17,6-8,Ukraine,10,Svi Mykhailiuk,SF,Kansas,Los Angeles Lakers,212,0
5bfa2d1cdc6f74efb340a1de,24,2016 Rnd 2 Pick 28,6-6,United StatesEgypt,11,Abdel Nader,SF,Iowa State,Oklahoma City Thunder,225,1
5bfa2d1cdc6f74efb340a1df,25,2015 Rnd 1 Pick 27,6-9,United States,22,"Larry Nance, Jr.",SF,Wyoming,Cleveland Cavaliers,230,3
5bfa2d1cdc6f74efb340a1e0,27,2014 Rnd 1 Pick 24,6-1,United StatesPuerto Rico,13,Shabazz Napier,PG,Connecticut,Brooklyn Nets,180,4
5bfa2d1cdc6f74efb340a1e1,36,2002 Rnd 1 Pick 7,6-11,Brazil,42,Maybyner Nene,C,Vasco da Gama (Brazil),Houston Rockets,250,16
5bfa2d1cdc6f74efb340a1e2,26,2013 Rnd 2 Pick 17,6-1,Brazil,25,Raulzinho Neto,PG,Delteco GBC (Spain),Utah Jazz,179,3
5bfa2d1cdc6f74efb340a1e3,25,2016 Rnd 2 Pick 20,6-8,United States,31,Georges Niang,F,Iowa State,Utah Jazz,230,2
5bfa2d1cdc6f74efb340a1e4,24,2013 Rnd 1 Pick 6,6-11,United States,3,Nerlens Noel,FC,Kentucky,Oklahoma City Thunder,220,5
5bfa2d1cdc6f74efb340a1e5,40,1998 Rnd 1 Pick 9,7-0,Germany,41,Dirk Nowitzki,PF,DJK Wurzburg (Germany),Dallas Mavericks,245,20
5bfa2d1cdc6f74efb340a1e6,20,2017 Rnd 1 Pick 8,6-5,BelgiumFrance,11,Frank Ntilikina,PG,Strasbourg IG (France),New York Knicks,190,1
5bfa2d1cdc6f74efb340a1e7,28,"2012 NBA Draft, Undrafted",6-7,United States,7,James Nunnally,F,UC Santa Barbara,Minnesota Timberwolves,220,1
5bfa2d1cdc6f74efb340a1e8,24,2014 Rnd 1 Pick 16,7-0,Bosnia and Herzegovina,27,Jusuf Nurkic,FC,Cedevita (Croatia),Portland Trail Blazers,275,4
5bfa2d1cdc6f74efb340a1e9,25,"2016 NBA Draft, Undrafted",6-4,United States,12,David Nwaba,G,Cal Poly,Cleveland Cavaliers,219,2
5bfa2d1cdc6f74efb340a1ea,25,"2015 NBA Draft, Undrafted",6-6,United States,23,Royce O'Neale,SF,Baylor,Utah Jazz,226,1
5bfa2d1cdc6f74efb340a1eb,28,2012 Rnd 2 Pick 19,6-10,United States,10,Kyle O'Quinn,F,Norfolk State,Indiana Pacers,250,6
5bfa2d1cdc6f74efb340a1ec,23,2017 Rnd 2 Pick 7,6-7,United States,37,Semi Ojeleye,SF,Southern Methodist,Boston Celtics,241,1
5bfa2d1cdc6f74efb340a1ed,22,2015 Rnd 1 Pick 3,6-11,United States,8,Jahlil Okafor,C,Duke,New Orleans Pelicans,275,3
5bfa2d1cdc6f74efb340a1ee,21,2018 Rnd 2 Pick 1,6-2,France,2,Elie Okobo,PG,Pau-Orthez (France),Phoenix Suns,180,0
5bfa2d1cdc6f74efb340a1ef,20,2018 Rnd 1 Pick 20,6-5,NigeriaUnited States,20,Josh Okogie,SG,Georgia Tech,Minnesota Timberwolves,211,0
5bfa2d1cdc6f74efb340a1f0,26,2013 Rnd 1 Pick 2,6-4,United States,4,Victor Oladipo,G,Indiana,Indiana Pacers,210,5
5bfa2d1cdc6f74efb340a1f1,27,2013 Rnd 1 Pick 13,7-0,Canada,9,Kelly Olynyk,C,Gonzaga,Miami Heat,240,5
5bfa2d1cdc6f74efb340a1f2,23,2015 Rnd 2 Pick 1,6-8,MacedoniaTurkey,16,Cedi Osman,GF,Anadolu Efes (Turkey),Cleveland Cavaliers,215,1
5bfa2d1cdc6f74efb340a1f3,22,2015 Rnd 1 Pick 15,6-7,United States,12,"Kelly Oubre, Jr.",SF,Kansas,Washington Wizards,205,3
5bfa2d1cdc6f74efb340a1f4,34,2003 Rnd 2 Pick 13,6-11,Georgia,27,Zaza Pachulia,C,Alpella B.K. (Turkey),Detroit Pistons,270,15
5bfa2d1cdc6f74efb340a1f5,23,2014 Rnd 1 Pick 2,6-8,United States,2,Jabari Parker,F,Duke,Chicago Bulls,245,4
5bfa2d1cdc6f74efb340a1f6,36,2001 Rnd 1 Pick 28,6-2,France,9,Tony Parker,G,Paris Basket Racing (France),Charlotte Hornets,185,17
5bfa2d1cdc6f74efb340a1f7,30,2011 Rnd 2 Pick 8,6-10,United States,25,Chandler Parsons,SF,Florida,Memphis Grizzlies,230,7
5bfa2d1cdc6f74efb340a1f8,29,2010 Rnd 1 Pick 14,6-9,United States,54,Patrick Patterson,F,Kentucky,Oklahoma City Thunder,230,8
5bfa2d1cdc6f74efb340a1f9,21,2017 Rnd 1 Pick 16,7-0,United States,0,Justin Patton,C,Creighton,Philadelphia Sixers,230,1
5bfa2d1cdc6f74efb340a1fa,33,2005 Rnd 1 Pick 4,6-0,United States,3,Chris Paul,PG,Wake Forest,Houston Rockets,175,13
5bfa2d1cdc6f74efb340a1fb,24,2015 Rnd 1 Pick 14,6-3,United States,22,Cameron Payne,G,Murray State,Chicago Bulls,190,3
5bfa2d1cdc6f74efb340a1fc,24,2014 Rnd 1 Pick 10,6-4,United States,4,Elfrid Payton,G,Louisiana,New Orleans Pelicans,185,4
5bfa2d1cdc6f74efb340a1fd,23,"2018 NBA Draft, Undrafted",6-6,United States,10,Theo Pinson,SG,North Carolina,Brooklyn Nets,218,0
5bfa2d1cdc6f74efb340a1fe,28,2013 Rnd 1 Pick 22,6-11,United States,24,Mason Plumlee,PF,Duke,Denver Nuggets,255,5
5bfa2d1cdc6f74efb340a1ff,30,2012 Rnd 1 Pick 26,6-11,United States,18,Miles Plumlee,C,Duke,Atlanta Hawks,249,6
5bfa2d1cdc6f74efb340a200,23,2016 Rnd 1 Pick 9,7-0,Austria,25,Jakob Poeltl,C,Utah,San Antonio Spurs,230,2
5bfa2d1cdc6f74efb340a201,30,2010 Rnd 1 Pick 26,6-7,United States,3,Quincy Pondexter,F,Washington,San Antonio Spurs,230,8
5bfa2d1cdc6f74efb340a202,20,2018 Rnd 1 Pick 14,6-10,United States,1,"Michael Porter, Jr.",PF,Missouri,Denver Nuggets,210,0
5bfa2d1cdc6f74efb340a203,25,2013 Rnd 1 Pick 3,6-8,United States,22,Otto Porter,SF,Georgetown,Washington Wizards,198,5
5bfa2d1cdc6f74efb340a204,23,2015 Rnd 1 Pick 22,6-11,United States,5,Bobby Portis,PF,Arkansas,Chicago Bulls,250,3
5bfa2d1cdc6f74efb340a205,23,2015 Rnd 1 Pick 4,7-3,Latvia,6,Kristaps Porzingis,FC,Real Betis Energia Plus (Spain),New York Knicks,240,3
5bfa2d1cdc6f74efb340a206,27,2014 Rnd 2 Pick 15,6-11,Canada,7,Dwight Powell,PF,Stanford,Dallas Mavericks,240,4
5bfa2d1cdc6f74efb340a207,25,2015 Rnd 2 Pick 16,6-4,United States,24,Norman Powell,SG,UCLA,Toronto Raptors,215,3
5bfa2d1cdc6f74efb340a208,25,"2016 NBA Draft, Undrafted",6-9,United States,22,Alex Poythress,F,Kentucky,Atlanta Hawks,235,2
5bfa2d1cdc6f74efb340a209,22,"2018 NBA Draft, Undrafted",6-10,United States,20,Billy Preston,PF,Kansas,Cleveland Cavaliers,230,0
5bfa2d1cdc6f74efb340a20a,24,2016 Rnd 1 Pick 12,6-8,United States,12,Taurean Prince,F,Baylor,Atlanta Hawks,220,2
5bfa2d1cdc6f74efb340a20b,22,2016 Rnd 2 Pick 13,7-1,China,9,Zhou Qi,C,Xinjiang Guanghui (China),Houston Rockets,210,1
5bfa2d1cdc6f74efb340a20c,21,2017 Rnd 2 Pick 5,6-10,United States,10,Ivan Rabb,PF,California,Memphis Grizzlies,220,1
5bfa2d1cdc6f74efb340a20d,23,2014 Rnd 1 Pick 7,6-9,United States,30,Julius Randle,PF,Kentucky,New Orleans Pelicans,250,4
5bfa2d1cdc6f74efb340a20e,37,2001 Rnd 1 Pick 19,6-9,United States,50,Zach Randolph,PF,Michigan State,Sacramento Kings,260,17
5bfa2d1cdc6f74efb340a20f,34,2006 Rnd 1 Pick 11,6-4,United States,17,J.J. Redick,G,Duke,Philadelphia Sixers,195,12
5bfa2d1cdc6f74efb340a210,24,2017 Rnd 2 Pick 2,6-6,United States,32,Davon Reed,SF,Miami (FL),Indiana Pacers,210,1
5bfa2d1cdc6f74efb340a211,25,2015 Rnd 2 Pick 10,6-6,United States,0,Josh Richardson,G,Tennessee,Miami Heat,200,3
5bfa2d1cdc6f74efb340a212,22,2016 Rnd 1 Pick 22,6-6,United States,22,Malachi Richardson,SF,Syracuse,Toronto Raptors,205,2
5bfa2d1cdc6f74efb340a213,26,2012 Rnd 1 Pick 10,6-4,United States,1,Austin Rivers,SG,Duke,Washington Wizards,200,6
5bfa2d1cdc6f74efb340a214,26,2013 Rnd 1 Pick 26,6-7,United States,21,Andre Roberson,SG,Colorado,Oklahoma City Thunder,210,5
5bfa2d1cdc6f74efb340a215,24,"2017 NBA Draft, Undrafted",6-8,United States,7,Devin Robinson,F,Florida,Washington Wizards,200,1
5bfa2d1cdc6f74efb340a216,25,"2018 NBA Draft, Undrafted",6-8,United States,55,Duncan Robinson,F,Michigan,Miami Heat,210,0
5bfa2d1cdc6f74efb340a217,24,2014 Rnd 2 Pick 10,6-6,United States,22,Glenn Robinson,SF,Michigan,Detroit Pistons,222,4
5bfa2d1cdc6f74efb340a218,21,2018 Rnd 1 Pick 13,6-5,United States,10,Jerome Robinson,SG,Boston College,Los Angeles Clippers,190,0
5bfa2d1cdc6f74efb340a219,20,2018 Rnd 2 Pick 6,7-0,United States,26,Mitchell Robinson,C, ,New York Knicks,225,0
5bfa2d1cdc6f74efb340a21a,32,2006 Rnd 1 Pick 21,6-1,United States,9,Rajon Rondo,PG,Kentucky,Los Angeles Lakers,186,12
5bfa2d1cdc6f74efb340a21b,30,2008 Rnd 1 Pick 1,6-3,United States,25,Derrick Rose,PG,Memphis,Minnesota Timberwolves,190,10
5bfa2d1cdc6f74efb340a21c,27,2012 Rnd 1 Pick 8,6-7,United States,31,Terrence Ross,SF,Washington,Orlando Magic,206,6
5bfa2d1cdc6f74efb340a21d,24,2015 Rnd 1 Pick 16,6-1,United States,12,Terry Rozier,G,Louisville,Boston Celtics,190,3
5bfa2d1cdc6f74efb340a21e,28,2009 Rnd 1 Pick 5,6-4,Spain,3,Ricky Rubio,G,Divina Seguros Joventut (Spain),Utah Jazz,190,7
5bfa2d1cdc6f74efb340a21f,22,2015 Rnd 1 Pick 2,6-5,United States,1,D'Angelo Russell,SG,Ohio State,Brooklyn Nets,198,3
5bfa2d1cdc6f74efb340a220,22,2016 Rnd 1 Pick 11,6-11,United StatesLithuania,11,Domas Sabonis,PF,Gonzaga,Indiana Pacers,240,2
5bfa2d1cdc6f74efb340a221,24,2014 Rnd 1 Pick 12,6-10,Croatia,36,Dario Saric,SF,KK Cibona (Croatia),Minnesota Timberwolves,250,2
5bfa2d1cdc6f74efb340a222,27,2012 Rnd 2 Pick 2,6-7,Czech Republic,31,Tomas Satoransky,PG,Real Betis Energia Plus (Spain),Washington Wizards,210,2
5bfa2d1cdc6f74efb340a223,25,2013 Rnd 1 Pick 17,6-1,Germany,17,Dennis Schroder,PG,Basketball Lowen Braunschweig (Germany),Oklahoma City Thunder,172,5
5bfa2d1cdc6f74efb340a224,30,2012 Rnd 2 Pick 13,6-8,United States,30,Mike Scott,PF,Virginia,Los Angeles Clippers,237,6
5bfa2d1cdc6f74efb340a225,34,2006 Rnd 1 Pick 13,6-7,Switzerland,22,Thabo Sefolosha,GF,Pallacanestro Biella (Italy),Utah Jazz,220,12
5bfa2d1cdc6f74efb340a226,24,"2016 NBA Draft, Undrafted",6-5,United States,7,Wayne Selden,SG,Kansas,Memphis Grizzlies,230,2
5bfa2d1cdc6f74efb340a227,19,2018 Rnd 1 Pick 8,6-2,United States,2,Collin Sexton,PG,Alabama,Cleveland Cavaliers,190,0
5bfa2d1cdc6f74efb340a228,21,2018 Rnd 1 Pick 26,6-5,United States,1,Landry Shamet,PG,Wichita State,Philadelphia Sixers,190,0
5bfa2d1cdc6f74efb340a229,28,2011 Rnd 1 Pick 17,6-5,United States,9,Iman Shumpert,G,Georgia Tech,Sacramento Kings,220,7
5bfa2d1cdc6f74efb340a22a,24,2016 Rnd 1 Pick 27,6-9,Cameroon,43,Pascal Siakam,F,New Mexico State,Toronto Raptors,230,2
5bfa2d1cdc6f74efb340a22b,22,2016 Rnd 1 Pick 1,6-10,Australia,25,Ben Simmons,PF,LSU,Philadelphia Sixers,230,2
5bfa2d1cdc6f74efb340a22c,29,"2012 NBA Draft, Undrafted",6-6,United States,17,Jonathon Simmons,G,Houston,Orlando Magic,195,3
5bfa2d1cdc6f74efb340a22d,19,2018 Rnd 1 Pick 24,6-4,United States,24,Anfernee Simons,SG, ,Portland Trail Blazers,185,0
5bfa2d1cdc6f74efb340a22e,24,2014 Rnd 1 Pick 6,6-4,United States,36,Marcus Smart,PG,Oklahoma State,Boston Celtics,220,4
5bfa2d1cdc6f74efb340a22f,20,2017 Rnd 1 Pick 9,6-3,United States,1,Dennis Smith,PG,NC State,Dallas Mavericks,195,1
5bfa2d1cdc6f74efb340a230,30,"2010 NBA Draft, Undrafted",6-0,United States,14,Ish Smith,PG,Wake Forest,Detroit Pistons,175,8
5bfa2d1cdc6f74efb340a231,33,2004 Rnd 1 Pick 18,6-6,United States,5,J.R. Smith,SG,Saint Benedict's Preparatory School (New Jersey),Cleveland Cavaliers,225,14
5bfa2d1cdc6f74efb340a232,32,2007 Rnd 1 Pick 20,7-0,United States,14,Jason Smith,PF,Colorado State,Washington Wizards,240,11
5bfa2d1cdc6f74efb340a233,19,2018 Rnd 1 Pick 16,6-4,United States,8,Zhaire Smith,SG,Texas Tech,Philadelphia Sixers,200,0
5bfa2d1cdc6f74efb340a234,27,2013 Rnd 1 Pick 20,6-7,United States,21,Tony Snell,G,New Mexico,Milwaukee Bucks,213,5
5bfa2d1cdc6f74efb340a235,21,2018 Rnd 2 Pick 26,6-10,United States,26,Raymond Spalding,PF,Louisville,Dallas Mavericks,215,0
5bfa2d1cdc6f74efb340a236,21,2018 Rnd 1 Pick 30,6-9,United States,6,Omari Spellman,PF,Villanova,Atlanta Hawks,245,0
5bfa2d1cdc6f74efb340a237,25,2014 Rnd 1 Pick 8,6-6,Canada,6,Nik Stauskas,SG,Michigan,Portland Trail Blazers,205,4
5bfa2d1cdc6f74efb340a238,27,"2013 NBA Draft, Undrafted",6-5,United States,20,D.J. Stephens,GF,Memphis,Memphis Grizzlies,188,1
5bfa2d1cdc6f74efb340a239,28,2010 Rnd 2 Pick 10,6-6,United States,6,Lance Stephenson,SG,Cincinnati,Los Angeles Lakers,230,8
5bfa2d1cdc6f74efb340a23a,23,2017 Rnd 2 Pick 22,6-6,United States,5,Edmond Sumner,G,Xavier,Indiana Pacers,176,1
5bfa2d1cdc6f74efb340a23b,21,2017 Rnd 1 Pick 26,6-9,United States,50,Caleb Swanigan,C,Purdue,Portland Trail Blazers,250,1
5bfa2d1cdc6f74efb340a23c,20,2017 Rnd 1 Pick 3,6-8,United States,0,Jayson Tatum,SF,Duke,Boston Celtics,208,1
5bfa2d1cdc6f74efb340a23d,30,2009 Rnd 1 Pick 19,6-2,United States,0,Jeff Teague,PG,Wake Forest,Minnesota Timberwolves,186,9
5bfa2d1cdc6f74efb340a23e,32,"2009 NBA Draft, Undrafted",6-6,United States,17,Garrett Temple,G,LSU,Memphis Grizzlies,195,8
5bfa2d1cdc6f74efb340a23f,31,"2009 NBA Draft, Undrafted",6-5,Serbia,4,Milos Teodosic,PG,Olympiacos (Greece),Los Angeles Clippers,196,1
5bfa2d1cdc6f74efb340a240,24,"2018 NBA Draft, Undrafted",6-3,United States,3,Jared Terrell,SG,Rhode Island,Minnesota Timberwolves,215,0
5bfa2d1cdc6f74efb340a241,26,"2013 NBA Draft, Undrafted",6-8,Germany,27,Daniel Theis,C,Ratiopharm Ulm (Germany),Boston Celtics,243,1
5bfa2d1cdc6f74efb340a242,29,2011 Rnd 2 Pick 30,5-9,United States,0,Isaiah Thomas,PG,Washington,Denver Nuggets,185,7
5bfa2d1cdc6f74efb340a243,22,2018 Rnd 2 Pick 8,6-3,United States,13,Khyri Thomas,SG,Creighton,Detroit Pistons,210,0
5bfa2d1cdc6f74efb340a244,30,"2010 NBA Draft, Undrafted",6-8,United States,42,Lance Thomas,F,Duke,New York Knicks,235,7
5bfa2d1cdc6f74efb340a245,28,2011 Rnd 1 Pick 11,6-7,United States,11,Klay Thompson,G,Washington State,Golden State Warriors,215,7
5bfa2d1cdc6f74efb340a246,27,2011 Rnd 1 Pick 4,6-10,Canada,13,Tristan Thompson,F,Texas,Cleveland Cavaliers,238,7
5bfa2d1cdc6f74efb340a247,24,2017 Rnd 2 Pick 18,6-5,United States,0,Sindarius Thornwell,SG,South Carolina,Los Angeles Clippers,215,1
5bfa2d1cdc6f74efb340a248,33,"2007 NBA Draft, Undrafted",6-8,United States,43,Anthony Tolliver,PF,Creighton,Minnesota Timberwolves,240,11
5bfa2d1cdc6f74efb340a249,23,2015 Rnd 1 Pick 1,7-0,United StatesDominican Republic,32,Karl-Anthony Towns,C,Kentucky,Minnesota Timberwolves,244,3
5bfa2d1cdc6f74efb340a24a,19,2018 Rnd 2 Pick 7,6-6,United States,9,"Gary Trent, Jr.",SG,Duke,Portland Trail Blazers,205,0
5bfa2d1cdc6f74efb340a24b,23,"2018 NBA Draft, Undrafted",6-5,United States,14,Allonzo Trier,SG,Arizona,New York Knicks,200,0
5bfa2d1cdc6f74efb340a24c,33,2006 Rnd 2 Pick 5,6-6,United States,4,P.J. Tucker,SF,Texas,Houston Rockets,245,7
5bfa2d1cdc6f74efb340a24d,30,2010 Rnd 1 Pick 2,6-7,United States,1,Evan Turner,GF,Ohio State,Portland Trail Blazers,220,8
5bfa2d1cdc6f74efb340a24e,22,2015 Rnd 1 Pick 11,6-11,United States,33,Myles Turner,FC,Texas,Indiana Pacers,250,3
5bfa2d1cdc6f74efb340a24f,31,2010 Rnd 1 Pick 6,6-10,United States,33,Ekpe Udoh,PF,Baylor,Utah Jazz,245,6
5bfa2d1cdc6f74efb340a250,23,2016 Rnd 2 Pick 4,5-10,United States,0,Tyler Ulis,PG,Kentucky,Chicago Bulls,160,2
5bfa2d1cdc6f74efb340a251,26,2011 Rnd 1 Pick 5,7-0,Lithuania,17,Jonas Valanciunas,C,Lietuvos Rytas (Lithuania),Toronto Raptors,265,6
5bfa2d1cdc6f74efb340a252,25,2016 Rnd 1 Pick 14,6-6,United States,45,Denzel Valentine,F,Michigan State,Chicago Bulls,210,2
5bfa2d1cdc6f74efb340a253,24,"2016 NBA Draft, Undrafted",6-0,United States,23,Fred VanVleet,G,Wichita State,Toronto Raptors,195,2
5bfa2d1cdc6f74efb340a254,19,2018 Rnd 2 Pick 11,6-9,United States,8,Jarred Vanderbilt,PF,Kentucky,Denver Nuggets,214,0
5bfa2d1cdc6f74efb340a255,23,2014 Rnd 1 Pick 9,6-9,United States,32,Noah Vonleh,FC,Indiana,New York Knicks,245,4
5bfa2d1cdc6f74efb340a256,28,2011 Rnd 1 Pick 16,7-0,SwitzerlandMontenegro,9,Nikola Vucevic,PF,USC,Orlando Magic,260,7
5bfa2d1cdc6f74efb340a257,36,2003 Rnd 1 Pick 5,6-4,United States,3,Dwyane Wade,SG,Marquette,Miami Heat,220,15
5bfa2d1cdc6f74efb340a258,21,2018 Rnd 1 Pick 25,7-0,Germany,15,Moe Wagner,PF,Michigan,Los Angeles Lakers,241,0
5bfa2d1cdc6f74efb340a259,26,2012 Rnd 1 Pick 4,6-4,United States,11,Dion Waiters,SG,Syracuse,Miami Heat,215,6
5bfa2d1cdc6f74efb340a25a,28,2011 Rnd 1 Pick 9,6-1,United States,15,Kemba Walker,G,Connecticut,Charlotte Hornets,184,7
5bfa2d1cdc6f74efb340a25b,19,2018 Rnd 1 Pick 18,6-5,United States,1,Lonnie Walker,SG,Miami (FL),San Antonio Spurs,205,0
5bfa2d1cdc6f74efb340a25c,28,2010 Rnd 1 Pick 1,6-4,United States,2,John Wall,PG,Kentucky,Washington Wizards,210,8
5bfa2d1cdc6f74efb340a25d,24,2016 Rnd 2 Pick 30,6-5,United States,12,Tyrone Wallace,G,California,Los Angeles Clippers,195,1
5bfa2d1cdc6f74efb340a25e,29,"2011 NBA Draft, Undrafted",6-4,United States,9,Brad Wanamaker,SG,Pittsburgh,Boston Celtics,210,0
5bfa2d1cdc6f74efb340a25f,25,2014 Rnd 1 Pick 14,6-8,United States,12,T.J. Warren,F,NC State,Phoenix Suns,225,4
5bfa2d1cdc6f74efb340a260,25,"2018 NBA Draft, Undrafted",6-9,Japan,12,Yuta Watanabe,F,George Washington,Memphis Grizzlies,205,0
5bfa2d1cdc6f74efb340a261,24,2018 Rnd 2 Pick 28,7-0,United States,45,Thomas Welsh,C,UCLA,Denver Nuggets,255,0
5bfa2d1cdc6f74efb340a262,30,2008 Rnd 1 Pick 4,6-3,United States,0,Russell Westbrook,G,UCLA,Oklahoma City Thunder,200,10
5bfa2d1cdc6f74efb340a263,24,2017 Rnd 1 Pick 29,6-4,United States,4,Derrick White,G,Colorado,San Antonio Spurs,190,1
5bfa2d1cdc6f74efb340a264,26,"2014 NBA Draft, Undrafted",6-8,United States,17,Okaro White,F,Florida State,Washington Wizards,205,2
5bfa2d1cdc6f74efb340a265,29,2010 Rnd 2 Pick 3,7-0,United States,21,Hassan Whiteside,C,Marshall,Miami Heat,265,6
5bfa2d1cdc6f74efb340a266,23,2014 Rnd 1 Pick 1,6-8,Canada,22,Andrew Wiggins,F,Kansas,Minnesota Timberwolves,199,4
5bfa2d1cdc6f74efb340a267,25,"2015 NBA Draft, Undrafted",6-8,United States,15,Alan Williams,FC,UC Santa Barbara,Brooklyn Nets,265,3
5bfa2d1cdc6f74efb340a268,28,"2012 NBA Draft, Undrafted",6-5,United States,12,C.J. Williams,SG,NC State,Minnesota Timberwolves,230,1
5bfa2d1cdc6f74efb340a269,23,"2018 NBA Draft, Undrafted",6-9,United States,19,Johnathan Williams,PF,Gonzaga,Los Angeles Lakers,230,0
5bfa2d1cdc6f74efb340a26a,23,"2018 NBA Draft, Undrafted",6-7,United States,34,Kenrich Williams,SF,Texas Christian,New Orleans Pelicans,210,0
5bfa2d1cdc6f74efb340a26b,32,2005 Rnd 2 Pick 15,6-1,United States,23,Lou Williams,G,South Gwinnett High School (Georgia),Los Angeles Clippers,175,13
5bfa2d1cdc6f74efb340a26c,32,2005 Rnd 1 Pick 2,6-9,United States,2,Marvin Williams,SF,North Carolina,Charlotte Hornets,237,13
5bfa2d1cdc6f74efb340a26d,21,2018 Rnd 1 Pick 27,6-10,United States,44,Robert Williams,PF,Texas A&M,Boston Celtics,240,0
5bfa2d1cdc6f74efb340a26e,23,"2016 NBA Draft, Undrafted",6-7,United States,0,Troy Williams,SF,Indiana,Sacramento Kings,210,2
5bfa2d1cdc6f74efb340a26f,22,2017 Rnd 1 Pick 17,6-10,United States,5,D.J. Wilson,F,Michigan,Milwaukee Bucks,231,1
5bfa2d1cdc6f74efb340a270,22,2015 Rnd 1 Pick 10,6-7,United States,20,Justise Winslow,SF,Duke,Miami Heat,225,3
5bfa2d1cdc6f74efb340a271,23,"2015 NBA Draft, Undrafted",6-10,United States,35,Christian Wood,PF,UNLV,Milwaukee Bucks,214,2
5bfa2d1cdc6f74efb340a272,26,2015 Rnd 1 Pick 20,6-5,United States,55,Delon Wright,G,Utah,Toronto Raptors,183,3
5bfa2d1cdc6f74efb340a273,22,2016 Rnd 1 Pick 16,6-8,France,30,Guerschon Yabusele,PF,SPO Rouen Basket (France),Boston Celtics,260,1
5bfa2d1cdc6f74efb340a274,30,2007 Rnd 1 Pick 12,6-8,United States,21,Thaddeus Young,F,Georgia Tech,Indiana Pacers,221,11
5bfa2d1cdc6f74efb340a275,20,2018 Rnd 1 Pick 5,6-2,United States,11,Trae Young,PG,Oklahoma,Atlanta Hawks,180,0
5bfa2d1cdc6f74efb340a276,26,2013 Rnd 1 Pick 4,7-0,United States,40,Cody Zeller,F,Indiana,Charlotte Hornets,240,5
5bfa2d1cdc6f74efb340a277,21,2016 Rnd 1 Pick 23,6-11,Croatia,41,Ante Zizic,C,KK Cibona (Croatia),Cleveland Cavaliers,254,1
5bfa2d1cdc6f74efb340a278,21,2016 Rnd 2 Pick 2,7-1,Bosnia and HerzegovinaCroatia,40,Ivica Zubac,C,KK Mega Bemax (Serbia),Los Angeles Lakers,240,2
